wid,stimulus,button_pressed,time_elapsed,rt,trial_type,view_history,questions,responses,correct,queries,block,actions,delays,rewards,prs,score,action_times,trial_id,trial_time,path,simulation_mode,state_rewards,trial_index,key_press
w909b325,,,412302,41172,survey-text,,,"{""Q0"":""I clicked only on the bubbles in the corners instead of on the \""track.\"""",""Q1"":""19"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w73cfc09,,,351500,20810,survey-text,,,"{""Q0"":""Not really."",""Q1"":""37"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w7ecc99c,,,308576,30042,survey-text,,,"{""Q0"":""yes i had better money disposition than in stage 1"",""Q1"":""19"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w8883c2c,,,828572,123717,survey-text,,,"{""Q0"":""Yes, I learned how to better assess costs and risks"",""Q1"":""56"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w3f028f3,,,629126,77382,survey-text,,,"{""Q0"":""The final \""destination\"" number was reliably the highest, so checking those was better than checking immediately right or left. "",""Q1"":""35"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w85a5a53,,,370115,34409,survey-text,,,"{""Q0"":""I used my available nodes to get the best I could find"",""Q1"":""39"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w50785fe,,,385919,19501,survey-text,,,"{""Q0"":""none"",""Q1"":""21"",""Q2"":""male""}",,,,,,,,,,,,,,,,
wc60c79d,,,647172,38895,survey-text,,,"{""Q0"":""If I clicked on a high positive number, I just went to it rather than clicking to find the absolute highest number on the board"",""Q1"":""28"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wde70d7c,,,345949,22913,survey-text,,,"{""Q0"":""its too costly to click on all the end nodes"",""Q1"":""30"",""Q2"":""none of them / agender""}",,,,,,,,,,,,,,,,
w8f71810,,,326238,9055,survey-text,,,"{""Q0"":""no"",""Q1"":""25"",""Q2"":""girl""}",,,,,,,,,,,,,,,,
w60c57f3,,,464922,94833,survey-text,,,"{""Q0"":""I have to assess if looking for a larger end node is worth the cost of revealing the node. Sometimes it's better to simply take the first large end node."",""Q1"":""20"",""Q2"":""Man""}",,,,,,,,,,,,,,,,
wea39a49,,,329163,54535,survey-text,,,"{""Q0"":""I learned that it was important to always plan ahead, by clicking on the final destination panels. That was how I was able to gain a profit."",""Q1"":""24"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w32e624f,,,366705,23064,survey-text,,,"{""Q0"":""just kept going different ways to see if it was better results"",""Q1"":""44"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w9089f6a,,,470796,60935,survey-text,,,"{""Q0"":""Yes, I learned to be more judicious with gains and make sure to capitalize on a sure threshold instead of paying for more information and ending up with less profit."",""Q1"":""32"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w64d60fc,,,316264,45782,survey-text,,,"{""Q0"":""not really, it was all a crap shoot"",""Q1"":""39"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w3052d4f,,,499235,84128,survey-text,,,"{""Q0"":""Honestly, I did the same thing as the previous test. Revealed the nodes at the end until I found a number I licked and then just went to it. "",""Q1"":""23"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w04e39a4,,,294915,25066,survey-text,,,"{""Q0"":""No, I just tried my gut instinct and tried to get better as the game got along."",""Q1"":""35"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w803befa,,,587257,30288,survey-text,,,"{""Q0"":""Take fewer clues and you'll make more money."",""Q1"":""56"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w6db0f97,,,907946,73821,survey-text,,,"{""Q0"":""Yes, I suck at this. But it was fun and exciting, not knowing what you were going to turn over."",""Q1"":""45"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w216da7e,,,393678,70876,survey-text,,,"{""Q0"":""Originally, I decided to only find the one good node out of the first three options and then just go randomly from there. However, I soon realized that I could afford to be much more conservative and spend a lot of money finding out the values of the end nodes since the payoff there was what, proportionally, would make the biggest difference."",""Q1"":""21"",""Q2"":"" Cishet male""}",,,,,,,,,,,,,,,,
w338a3d2,,,380891,55550,survey-text,,,"{""Q0"":""take a highest one i can find and go with that! no point wasting more money to find better options, because there are none. high scoring nodes are surrounded by low scoring ones, like minesweeper"",""Q1"":""34"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w54499ba,,,548836,77782,survey-text,,,"{""Q0"":""Not to be greedy. For a while, it seemed the good ones were all in one place, but then, it seemed like they got more random. "",""Q1"":""46"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w1ba33d0,,,358196,28070,survey-text,,,"{""Q0"":""not to spend too much money looking at how much spaces are worth"",""Q1"":""22"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wadceaf5,,,492614,70414,survey-text,,,"{""Q0"":""YES -- I learned how to cut my losses by finding a route that would probably make me money and going for that rather than spending a ton of money to find the single route that would make the most but in the end would be less profitable since I spent so much money planning."",""Q1"":""47"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wcf83aaf,,,439504,64305,survey-text,,,"{""Q0"":""To focus and move on never to be discouraged"",""Q1"":""32"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w5957bc7,,,516798,97411,survey-text,,,"{""Q0"":""I learned I should have read the instructions better and played better for the last five rounds or so!  I suddenly thought that I had a maximum bonus of $.50, and that I should focus on not losing money for the last few rounds, so I didn't try to make money, only to avoid loss, and that was wrong!"",""Q1"":""42"",""Q2"":""F""}",,,,,,,,,,,,,,,,
wc7489d9,,,431080,27238,survey-text,,,"{""Q0"":""No. Too many options to get the full picture"",""Q1"":""38"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w6304f4a,,,383154,87541,survey-text,,,"{""Q0"":""Not really &#8212; I just tried to click on several of the \""last\"" circles (the ones I would end up on) to see what their numbers were, so I would know which path/direction to take. It was all a guessing game, especially since I didn't want to use up too much of my money (the $3 with each number reveal)."",""Q1"":""22"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w2e1b41e,,,496311,55566,survey-text,,,"{""Q0"":""Yes, I realized that there were better routes to take and to weigh the amount I was spending on revealing with how much I would wind up with"",""Q1"":""37"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wc336e2f,,,353509,56770,survey-text,,,"{""Q0"":""Instead of wasting money uncovering all the options, I just learned to be satisfied with anything over $20. Rather than trying to optimize, I simply tried to satisfy and make any profit."",""Q1"":""22"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w76c9181,,,351942,45142,survey-text,,,"{""Q0"":""Not really, I just kept clicking the outside ones. Sometimes if I got a +40 early I just went for that one instead of looking for a higher (+60) number, so I could save points."",""Q1"":""22"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wb19c9b2,,,447848,65548,survey-text,,,"{""Q0"":""I started to decide what was an acceptable profit verus gaining the most profit. Also that not accepting the best reasonable offer often cost money.\n"",""Q1"":""44"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wc1626b1,,,499612,139689,survey-text,,,"{""Q0"":""I used the same strategy as I did in the original task from the first study. In most instances, I chose to follow a route with an end result of $20 or more."",""Q1"":""31"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w8278843,,,490856,95908,survey-text,,,"{""Q0"":""Somewhat I think when planning you should look at all possible outcomes. This definitely differed from the first half since it cost more to the cost. At some points I didn't wanna lose anymore money so if I found something that was good enough I went to that route."",""Q1"":""20"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w3cf0b45,,,476366,132017,survey-text,,,"{""Q0"":""I try to click the end of each stem. If the end of the stem has a high number, there is a high chance of a positive or negative number. "",""Q1"":""25"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wb0048d6,,,463626,64772,survey-text,,,"{""Q0"":""I learned last time to only check the last circle. The only difference this time was the value could be more than 48, unlike last time. I usually chose the first thing I clicked that was above 20."",""Q1"":""25"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wac459ac,,,377665,38733,survey-text,,,"{""Q0"":""No, I wasn't able to identify a pattern for this one beyond making sure my last move landed on a high value node."",""Q1"":""32"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
we404ecf,,,356577,25737,survey-text,,,"{""Q0"":""A little, I clicked less losses and only focused on outer nodes"",""Q1"":""21"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w2f7c465,,,740822,42519,survey-text,,,"{""Q0"":""always look for al possibilities and go for the best even if you lose a little bit in the journey"",""Q1"":""25"",""Q2"":""male""}",,,,,,,,,,,,,,,,
w7422809,,,669528,90126,survey-text,,,"{""Q0"":""yes, I learned not to open up all the destinations and to selectively pick which to open"",""Q1"":""20"",""Q2"":""female""}",,,,,,,,,,,,,,,,
wb2c69c8,,,337336,39449,survey-text,,,"{""Q0"":""Not really, I still used the same technique as last time, and I saw no reason to change. The chances of me losing money seemed about as equal as not picking a initial tile that would make me lose money"",""Q1"":""21"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
wab416d7,,,396890,40822,survey-text,,,"{""Q0"":""Not really. I just randomly took my chance."",""Q1"":""43"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w9966dae,,,400829,58780,survey-text,,,"{""Q0"":""I clicked the reveal only the value of end-nodes instead of revealing nodes closest to me first and trying to reveal the entirety of the best path."",""Q1"":""23"",""Q2"":""prefer not to disclose""}",,,,,,,,,,,,,,,,
we4a987a,,,412882,52137,survey-text,,,"{""Q0"":""Sort of. I learned that the destination is crucial while making a plan, especially if that destination is a big reward or benefit."",""Q1"":""19"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w8af2d3c,,,487156,28590,survey-text,,,"{""Q0"":""I learned to click the end result of my path than click everything"",""Q1"":""20"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
wb82f354,,,449654,31626,survey-text,,,"{""Q0"":""The profit is larger if you commit earlier to a path."",""Q1"":""54"",""Q2"":""F""}",,,,,,,,,,,,,,,,
wa77d5d7,,,421806,34618,survey-text,,,"{""Q0"":""Basically I just clicked the final destination and when something above 30 showed up, I went that way. "",""Q1"":""28"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
w0a1ea49,,,319057,53285,survey-text,,,"{""Q0"":""I'm not really sure. I just clicked on ending spots to see which had a high positive so the path there wouldn't be lower than the ending spot."",""Q1"":""30"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w2a77652,,,621523,37179,survey-text,,,"{""Q0"":""I clicked on the last circles I would land on"",""Q1"":""51"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w9c62672,,,483684,34068,survey-text,,,"{""Q0"":""Sort of, to check each destination and go to the highest, but it might not be worth it to check all of them "",""Q1"":""24"",""Q2"":""female""}",,,,,,,,,,,,,,,,
w87647aa,,,520682,76911,survey-text,,,"{""Q0"":""I think I used the same strategy as last time."",""Q1"":""33"",""Q2"":""Female""}",,,,,,,,,,,,,,,,
waa35328,,,381033,55464,survey-text,,,"{""Q0"":""Prioritizing my clicks"",""Q1"":""24"",""Q2"":""Male""}",,,,,,,,,,,,,,,,
w7e54ba1,,,320321,37976,survey-text,,,"{""Q0"":""I learned to pay $3 more and go for big amounts like 20 and 39."",""Q1"":""31"",""Q2"":""female""}",,,,,,,,,,,,,,,,
