wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
wf75e7c1,,691104,survey-text,54047,"{""Q0"":""You can't verify every single hotel price, you have to recognize a decent price and just go with it sometimes ""}",,,,,,,,,,,,,,,,,,,,
wdc54666,,386911,survey-text,35830,"{""Q0"":""I can view the end consequences to see which path I want to take that has the greatest reward.""}",,,,,,,,,,,,,,,,,,,,
wdc54666,,476215,survey-text,88298,"{""Q0"":""You will have to invest some money and lose some to eventually have a higher reward."",""Q1"":""If I invest a tiny amount into a stock, I will lose some, but if I stick with it then I will have a greater reward."",""Q2"":""Because I have to chose where to invest the money.""}",,,,,,,,,,,,,,,,,,,,
wdc54666,,530416,survey-text,53196,"{""Q0"":""Reveal which stop to go first.""}",,,,,,,,,,,,,,,,,,,,
wcce265c,,2637514,survey-text,15278,"{""Q0"":""very good.""}",,,,,,,,,,,,,,,,,,,,
wcce265c,,2692225,survey-text,53696,"{""Q0"":""good"",""Q1"":""not hard"",""Q2"":""no..this is good""}",,,,,,,,,,,,,,,,,,,,
wcce265c,,2793153,survey-text,99919,"{""Q0"":""find the best path""}",,,,,,,,,,,,,,,,,,,,
wcb18481,,634933,survey-text,71571,"{""Q0"":""A reward in the short term may not be the best path.  Taking risks may bring value.""}",,,,,,,,,,,,,,,,,,,,
wcb18481,,824637,survey-text,188693,"{""Q0"":""You can. only go off the information that is available to you, and small short term gains, may not be the best decision. "",""Q1"":""When making a decision about a job change you only have so much information.  It is up to you to determine the level of risk acceptance especially when the known gain is low.  "",""Q2"":""In many of my decisions I thought the known information of a positive cash incentive meant it was the correct decision to move forward in that path which was not the case. ""}",,,,,,,,,,,,,,,,,,,,
wcb18481,,910485,survey-text,84813,"{""Q0"":""I will do my best with the information I have, but in some cases it is best just to move forward.  ""}",,,,,,,,,,,,,,,,,,,,
wc722738,,360374,survey-text,15529,"{""Q0"":""only click on the end points""}",,,,,,,,,,,,,,,,,,,,
wc722738,,548935,survey-text,187538,"{""Q0"":""even if you have to go \""backward\"" a little bit, it may be worth it if the end result is much more forward than you previously were"",""Q1"":""I'm currently not working full-time since I'm in school. This sets me back financially for the short-term but, once I'm done, I will have a much higher earning potential than had I not gone to school"",""Q2"":""you may have had to go through a route that makes you loose money in order to make the highest amount of money possible ""}",,,,,,,,,,,,,,,,,,,,
wc722738,,628921,survey-text,78967,"{""Q0"":""do my best to plan efficiently and effectively ""}",,,,,,,,,,,,,,,,,,,,
wc5f2ddc,,1828501,survey-text,53234,"{""Q0"":""Well I think it would be nice to see the options, because it felt very much random and chance. ""}",,,,,,,,,,,,,,,,,,,,
wc5f2ddc,,1928819,survey-text,99300,"{""Q0"":""I think that is about taking chances and understanding that there are consequences but considering the benefits."",""Q1"":""Going to college I think would be the best example. "",""Q2"":""Going to college there is the chance of losing but also benefiting""}",,,,,,,,,,,,,,,,,,,,
wc5f2ddc,,1983280,survey-text,53441,"{""Q0"":""Understanding that you may lose but also benefit, I think I will keep that in mind""}",,,,,,,,,,,,,,,,,,,,
we7b91f2,,500377,survey-text,15011,"{""Q0"":""Click only the last node in each path""}",,,,,,,,,,,,,,,,,,,,
we7b91f2,,595142,survey-text,93754,"{""Q0"":""There may be struggles along the way (such as the negative money on a path to the +48) but the end is worth it if you choose the right path."",""Q1"":""A relationship. There are struggles along the way but the end goal is worth it if you put in the effort."",""Q2"":""There are ups and downs in any relationship, and your end goal may not always be the right path (such as not being with the right person) but eventually you find the right person/path.""}",,,,,,,,,,,,,,,,,,,,
we7b91f2,,667037,survey-text,70869,"{""Q0"":""Look at the last cities to see if there is a large difference in price, then if you can not determine, look at the first cities and then the shortest path between the two cheapest.""}",,,,,,,,,,,,,,,,,,,,
wc7e256c,,457764,survey-text,21903,"{""Q0"":""working backwards to figure out where you want to go""}",,,,,,,,,,,,,,,,,,,,
wc7e256c,,525470,survey-text,66698,"{""Q0"":""Know where you want to go, then find the best steps to head in that directions"",""Q1"":""when looking at long term goals, this would work to ensure I am doing what is best for the goal"",""Q2"":""I wanted the highest amount of money, so i worked backwards ""}",,,,,,,,,,,,,,,,,,,,
wc7e256c,,552359,survey-text,25874,"{""Q0"":""value and steps taken to minimize costs""}",,,,,,,,,,,,,,,,,,,,
wb3f6c33,,445242,survey-text,62547,"{""Q0"":""Start by looking at the outside values, then only look at the inside values that would help you get to the highest one. ""}",,,,,,,,,,,,,,,,,,,,
wb3f6c33,,608835,survey-text,162587,"{""Q0"":""Find your long-term goal and then work your way in to find a path there. That way you don't waste time on things that wont get you there, or on things that would take you away from that goal. "",""Q1"":""Making career decisions. Instead of taking whatever opportunities come, focus on where you want to go and take work to get there specifically. "",""Q2"":""You are looking at the outside first to see where you want to get to, and then focusing only on the path/s it will take to get there. ""}",,,,,,,,,,,,,,,,,,,,
wb3f6c33,,680277,survey-text,70418,"{""Q0"":""Start from the outside (the airports) and work your way in, finding the least expensive routes that way.""}",,,,,,,,,,,,,,,,,,,,
wd1b9d34,,292918,survey-text,29216,"{""Q0"":""Find the best click of the first three choices, then click on each of the ends to determine which of those is best""}",,,,,,,,,,,,,,,,,,,,
wd1b9d34,,372600,survey-text,78666,"{""Q0"":""Short term gains do not guarantee long term gains"",""Q1"":""Just because you won a lottery ticket once, doesn't mean you should start playing all the  time"",""Q2"":""Even though you may win a little bit in the beginning, you can still lose a lot more in the long term""}",,,,,,,,,,,,,,,,,,,,
wd1b9d34,,419695,survey-text,46088,"{""Q0"":""They both seek the most cost efficient route""}",,,,,,,,,,,,,,,,,,,,
wcccf908,,347410,survey-text,21588,"{""Q0"":""Click on the last two nodes in a web""}",,,,,,,,,,,,,,,,,,,,
wcccf908,,431953,survey-text,83540,"{""Q0"":""I guess learn as much as you can about a move you take"",""Q1"":""When learning a new skill I can weigh how much it cost to learn the skill and how much I can make earning money using the skill"",""Q2"":""There isn't""}",,,,,,,,,,,,,,,,,,,,
wcccf908,,472406,survey-text,39441,"{""Q0"":""I can see how long or it will take to reach destination, how much money each trip will cost and if there is anything fun to see on the way""}",,,,,,,,,,,,,,,,,,,,
w20d4791,,343578,survey-text,51206,"{""Q0"":""A thing I can do to increase my chances of finding a good path is by going the opposite way, when the initial click is low. ""}",,,,,,,,,,,,,,,,,,,,
w20d4791,,493809,survey-text,149218,"{""Q0"":""A lesson that I learned from this is that some of the short decisions can have a long term impact on the future. "",""Q1"":""An example of a decision I made in my own life is whether or not to go straight to college or to take a gap year. "",""Q2"":""The situation is similar to the game because I was faced with a decision that I had to make right at the moment that can then have a big impact on how my future would be. ""}",,,,,,,,,,,,,,,,,,,,
w20d4791,,563195,survey-text,68381,"{""Q0"":""One of the lessons that I learned from Web of Cash that I can apply to the Travel Agent game is to focus on the short decisions as those decisions can make a large impact. ""}",,,,,,,,,,,,,,,,,,,,
w4a89574,,400798,survey-text,43522,"{""Q0"":""As soon as there is a positive number, I automatically went for that path even if the other paths would also eventually have a positive number.""}",,,,,,,,,,,,,,,,,,,,
w4a89574,,561961,survey-text,160151,"{""Q0"":""it's important to think about the long term consequences of even simple decisions"",""Q1"":""an example is planning out time to study for an exam"",""Q2"":""in the long term, those few hours not studying add up and negatively affect my grades, however, the short term of not studying does not affect me that much""}",,,,,,,,,,,,,,,,,,,,
w4a89574,,644808,survey-text,81837,"{""Q0"":""whatever the first cheapest hotel is that i find will be the one i will use""}",,,,,,,,,,,,,,,,,,,,
w19ea0a7,,189059,survey-text,10825,"{""Q0"":""Taking the same path again\n""}",,,,,,,,,,,,,,,,,,,,
w19ea0a7,,220534,survey-text,30464,"{""Q0"":""Trying the same thing can be safe or a challenge"",""Q1"":""getting a new job"",""Q2"":""the better your moves are the more money you make""}",,,,,,,,,,,,,,,,,,,,
w19ea0a7,,239071,survey-text,17524,"{""Q0"":""I can use my quick path decision making skills ""}",,,,,,,,,,,,,,,,,,,,
w86396e3,,352388,survey-text,34176,"{""Q0"":""Only look at the long term consequences (outermost nodes) - you'll sustain a loss in the short term but if you go for the $48 in the long term you'll make it up & then some.""}",,,,,,,,,,,,,,,,,,,,
w86396e3,,481595,survey-text,128183,"{""Q0"":""Stay in it for the long haul - your reward will be greater if you keep your eye on the prize in the future instead of the present."",""Q1"":""My career - there are times when the present seems underwhelming and like I could/should be doing or earning more, but sticking with my current employer offers tremendous growth opportunity in time, as opposed to making a decision to change careers now in the present."",""Q2"":""Same concept - keep your eye on future reward, stay committed, and don't get distracted by short-term risk or consequences if the future reward will make up for it. ""}",,,,,,,,,,,,,,,,,,,,
w86396e3,,547800,survey-text,65196,"{""Q0"":""Checking the hotel rate in the final city of the airport first, then take the shortest route to the cheapest hotel.""}",,,,,,,,,,,,,,,,,,,,
w9f894a1,,508364,survey-text,52563,"{""Q0"":""I can learn how to take a moment to sit and think about which path I will choose. There are so many options that it can be overwhelming in knowing where to go. That is just life but you can get what you want if you just take a moment. ""}",,,,,,,,,,,,,,,,,,,,
w9f894a1,,654110,survey-text,144714,"{""Q0"":""Just take a moment and think about your life choices. if you go too fast there are consequences "",""Q1"":""when choosing your career. just because the job that is being offered to you pays better than the job you want. you will be more happy in life if you wait for that moment to get into what you want to do."",""Q2"":""it similar because at the first point you have to take your time and think about which point you want to reveal. it is better to think about what is at the last point rather than check the ones closest to you. instant reward may lead you back to loss.""}",,,,,,,,,,,,,,,,,,,,
w9f894a1,,685625,survey-text,30503,"{""Q0"":""check final points in route""}",,,,,,,,,,,,,,,,,,,,
w24e3f08,,771930,survey-text,46214,"{""Q0"":""By just clicking the first number to see how big the consequence is.""}",,,,,,,,,,,,,,,,,,,,
w24e3f08,,1080914,survey-text,307976,"{""Q0"":""When making decisions, don't just consider the immediate aftermath. Think of what will come after and how it will affect you long-term."",""Q1"":""If I chose to steal something, I might get immediate gratification from it. However the long-term consequences, like feeling guilty or getting caught, make this action not worth it. "",""Q2"":""If I choose the left path because there's a 4 dollar and then a 2 dollar bonus, but don't think about the -24 dollar punishment after, I only end up losing.""}",,,,,,,,,,,,,,,,,,,,
w24e3f08,,1206003,survey-text,124065,"{""Q0"":""By looking at the ultimate reward only.""}",,,,,,,,,,,,,,,,,,,,
w4e74f97,,397064,survey-text,53812,"{""Q0"":""Focus on finding the best final outcome.  Then, if there is a tie, compare the next level, until a single best option is found""}",,,,,,,,,,,,,,,,,,,,
w4e74f97,,549455,survey-text,151380,"{""Q0"":""Start by focusing on your long-term goals instead of short-term wins.  Direct your energy to finding and following the path to long-term success"",""Q1"":""Making career decisions - whether or not to return to school to further education so I can pursue a career that interests me."",""Q2"":""The best payoff for such a decision comes by finding optimal long-term outcome and then discovering the path that leads to it.""}",,,,,,,,,,,,,,,,,,,,
w4e74f97,,634140,survey-text,83677,"{""Q0"":""First identify the shortest possible routes, then begin comparing cities along those routes to find the most optimal""}",,,,,,,,,,,,,,,,,,,,
we3b4464,,809168,survey-text,309100,"{""Q0"":""Selecting a different pattern each time.""}",,,,,,,,,,,,,,,,,,,,
we3b4464,,1374395,survey-text,564217,"{""Q0"":""You must make different choice to get different results."",""Q1"":""Taking time to weigh options before making decisions like moving."",""Q2"":""Purchasing large items. ""}",,,,,,,,,,,,,,,,,,,,
we3b4464,,1447131,survey-text,71731,"{""Q0"":""Spread out your selections.""}",,,,,,,,,,,,,,,,,,,,
w508f111,,644425,survey-text,29970,"{""Q0"":""That although you may take a loss short term, in the long term its all going to work out, and what ever you lose will come back. Everything in life is temporary. ""}",,,,,,,,,,,,,,,,,,,,
w508f111,,743826,survey-text,98385,"{""Q0"":""That loss is okay sometimes, especially when you know a larger reward is coming in the end. "",""Q1"":""I often think of it in different terms other than money. You may lose people, or things you think highly of, but in the end you may gain more peace, joy and love by letting go of the losses. "",""Q2"":""You have to lose some to win some. you have to let go, to gain. Keep your eyes on higher things""}",,,,,,,,,,,,,,,,,,,,
w508f111,,805533,survey-text,60679,"{""Q0"":""Gain all of the information up front, and if you have to take losses along the way, you know in the end you will gain it back & then some ""}",,,,,,,,,,,,,,,,,,,,
wbb10cc4,,297859,survey-text,28351,"{""Q0"":""When you find a node with a high cash value go for that one instead of checking all the other end choices. ""}",,,,,,,,,,,,,,,,,,,,
wbb10cc4,,383128,survey-text,84213,"{""Q0"":""You can know what the value of your end goal is, but you have to be prepared for small losses and gains along the way. "",""Q1"":""As a student, I know that the end product of my work will be a valuable degree. But I have to make the smaller decisions on the way to get me there."",""Q2"":""There is a lot of unknown. ""}",,,,,,,,,,,,,,,,,,,,
wbb10cc4,,424423,survey-text,40252,"{""Q0"":""I can use the same strategy of checking the end goal to choose my path. ""}",,,,,,,,,,,,,,,,,,,,
we1f1d41,,445263,survey-text,81707,"{""Q0"":""It looked like the highest value was either near a negative value, or close to a positive value of 24. But definitely checking the last nodes is the way to figure out where to go with less clicks.""}",,,,,,,,,,,,,,,,,,,,
we1f1d41,,670746,survey-text,224454,"{""Q0"":""Sometimes not everything can be perfect, such as taking a path for a great reward. There will often times be an obstacle that can take something away from you, whether that's your happiness or your time. Either way, it's worth continuing the path for a worthwhile reward."",""Q1"":""When I'm looking to purchase something, I want the product to work always - but sometimes that isn't the case, and I spend my money on a product that doesn't work at all. If I continue to do research and look for products that work, I'll eventually find one."",""Q2"":""Long term rewards for short term loss, such as getting a product that doesn't work, but knowing more of what does work and what doesn't, before finally coming across one that does work.""}",,,,,,,,,,,,,,,,,,,,
we1f1d41,,820948,survey-text,149176,"{""Q0"":""Look at the end goal of where you're going, and calculate the nodes between that goal to see how much you'll spend that way. Finding the price between nodes for each of the airports will tell you which airport is the least expensive one to go to.""}",,,,,,,,,,,,,,,,,,,,
w69dce24,,396037,survey-text,42763,"{""Q0"":""You can evaluate the long term reward before spending the money on the short term reward.""}",,,,,,,,,,,,,,,,,,,,
w69dce24,,548657,survey-text,151616,"{""Q0"":""For me it was easier to look at the entire picture before making decisions. It was worth the extra few dollars to make sure I was making the best choice."",""Q1"":""In accepting a new job, I had to evaluate where it would take me in the long game rather than the immediate impact it had. "",""Q2"":""Some details are unknown until you get all the way through it. There might be some disappointment or uncertainty along the way, but in the end it worked out.""}",,,,,,,,,,,,,,,,,,,,
w69dce24,,702228,survey-text,152569,"{""Q0"":""I would take into account which hotel keeps me most on track for the final goal. So I would find hotels closest to my route.""}",,,,,,,,,,,,,,,,,,,,
w1ebba5d,,242653,survey-text,17983,"{""Q0"":""become lucky""}",,,,,,,,,,,,,,,,,,,,
w1ebba5d,,332631,survey-text,88956,"{""Q0"":""stop early on"",""Q1"":""religion"",""Q2"":""always ends badly""}",,,,,,,,,,,,,,,,,,,,
w1ebba5d,,354947,survey-text,21294,"{""Q0"":""become lucky""}",,,,,,,,,,,,,,,,,,,,
wf88c04e,,378441,survey-text,13021,"{""Q0"":""Only click on the end nodes""}",,,,,,,,,,,,,,,,,,,,
wf88c04e,,429929,survey-text,50476,"{""Q0"":""Don't think too much about intermediate steps, think more about your end goal"",""Q1"":""Planning a major while you're in college"",""Q2"":""The end goal is a lot more important than worrying about the in between""}",,,,,,,,,,,,,,,,,,,,
wf88c04e,,498442,survey-text,67468,"{""Q0"":""Find the least expensive hotel in the city before the airport""}",,,,,,,,,,,,,,,,,,,,
w0518cab,,374417,survey-text,34880,"{""Q0"":""finding best end point""}",,,,,,,,,,,,,,,,,,,,
w0518cab,,436112,survey-text,60661,"{""Q0"":""Its not where you start its where you finish"",""Q1"":""Selling small value stuff to make big money in the long run."",""Q2"":""Making small steps for big gains""}",,,,,,,,,,,,,,,,,,,,
w0518cab,,493983,survey-text,56861,"{""Q0"":""Same thing but pick lower value amounts""}",,,,,,,,,,,,,,,,,,,,
wfa4e6f1,,460433,survey-text,73885,"{""Q0"":""You could, theoretically, select two options and choose the better of the two. To play it safe, I selected all three. I thought the loss of the 3 dollars was worth the security of knowing which way to go.""}",,,,,,,,,,,,,,,,,,,,
wfa4e6f1,,739108,survey-text,277647,"{""Q0"":""Many lessons can be applied. Firstly, risk can be beneficial. When making a decision, you don't always need to know all the options. Even when you do, and you've done everything right initially, you can still \""lose.\"" You can set yourself up for success and hope for the best."",""Q1"":""I would say my ultimate takeaway, setting myself up for success and hoping for the best, is getting the covid-19 injection. Although long-term effects may be unknown, I viewed the immediate benefit of receiving it as the best solution. I worked with the information I had and minimized my immediate losses."",""Q2"":""I could go three directions with getting the vaccine: get it and receive immediate protection, wait a few months and see, or refuse to receive it. +1, 0, -1. I set my initial decision based on the maximum immediate benefit, just like the game.""}",,,,,,,,,,,,,,,,,,,,
wfa4e6f1,,830382,survey-text,90250,"{""Q0"":""You could investigate half the quantity of locations and chose the least expensive of the three. There may be a better value out there, but you will still be saving money.""}",,,,,,,,,,,,,,,,,,,,
wb52c5c2,,503605,survey-text,95888,"{""Q0"":""try to figure out a pattern for where the +48 ends up each time, although it might be random. always check the ending spot as it seems to have the highest value, i will always end up in the + if i end on +48 since -48 is an ending node also.""}",,,,,,,,,,,,,,,,,,,,
wb52c5c2,,742325,survey-text,237670,"{""Q0"":""that sometimes you need to pass through a rough patch to end up where you want to be, but if you have a clear path in mind, you will end up where you want to be in the long run."",""Q1"":""im 38 and going back to school soon and need to choose a career that will work for me. Doing some research ahead of time will help me choose the right course of action to end up with the career that will work for me."",""Q2"":""very similar actually. I will have to pay for classes and sacrifice while im in school, so i wont really be gaining wealth at that time, but once i complete classes, I will earn more in the end than I am now.if you get stuck on a certain node, or spot in life, your situation wont change, but in life, youll keep losing that money over and over. ""}",,,,,,,,,,,,,,,,,,,,
wb52c5c2,,811857,survey-text,68502,"{""Q0"":""i might check hotel prices closer to the destination first?""}",,,,,,,,,,,,,,,,,,,,
we238497,,370160,survey-text,28777,"{""Q0"":""follow green nodes""}",,,,,,,,,,,,,,,,,,,,
we238497,,453132,survey-text,81965,"{""Q0"":""good decisions now lead to large payoffs later"",""Q1"":""putting in the time to work out a little every day now, big benefits later in life"",""Q2"":""small good steps lead to big reward""}",,,,,,,,,,,,,,,,,,,,
we238497,,488943,survey-text,34794,"{""Q0"":""stay at inexpensive places first to save money""}",,,,,,,,,,,,,,,,,,,,
w226838c,,541212,survey-text,20876,"{""Q0"":""I can check the nodes and pay more attention to the patterns that the web of cash presents""}",,,,,,,,,,,,,,,,,,,,
w226838c,,727699,survey-text,185483,"{""Q0"":""I would say to look at all the options and make sure you have an idea of what the end point looks like for each."",""Q1"":""It would help me when I decide what new items to purchase for my apartment."",""Q2"":""It would show that even though I might have to pay for something, the end reward in terms of comfort, usability, etc. will be worth it.""}",,,,,,,,,,,,,,,,,,,,
w226838c,,770475,survey-text,41744,"{""Q0"":""I would look at the end results and see which airport is the cheapest, then take the most direct path there. ""}",,,,,,,,,,,,,,,,,,,,
w1bf4501,,1058701,survey-text,61997,"{""Q0"":""try to remember the steps i took and the outcome so i can go the same way this time again""}",,,,,,,,,,,,,,,,,,,,
w1bf4501,,1514339,survey-text,454612,"{""Q0"":""sometimes your steps bring you losses,but please dont quit.try another step again then again then again,till you see results"",""Q1"":""i applied for grad school for up to 3 years, spending money on application fees.i never stopped applying,until i finaly got in this year landing a TA job alongside"",""Q2"":""they are similar in the sense that they involved taking steps you were not totally sure what the outcome would be.now i get to study for free because i got TA ""}",,,,,,,,,,,,,,,,,,,,
w1bf4501,,1763639,survey-text,248278,"{""Q0"":""i would look out and make intelligent guesses.i would ask questions rom locals too and also do web searches""}",,,,,,,,,,,,,,,,,,,,
wc24584a,,461907,survey-text,11776,"{""Q0"":""I don't know since the pattern is random""}",,,,,,,,,,,,,,,,,,,,
wc24584a,,522796,survey-text,59885,"{""Q0"":""Try a lot of things before commitment to something"",""Q1"":""job hunting"",""Q2"":""There are a lot of things out there to see, and one can be the best ""}",,,,,,,,,,,,,,,,,,,,
wc24584a,,540512,survey-text,16705,"{""Q0"":""Find efficiently ""}",,,,,,,,,,,,,,,,,,,,
w1ad35a6,,386442,survey-text,43994,"{""Q0"":""Long term success requires patients and goal setting""}",,,,,,,,,,,,,,,,,,,,
w1ad35a6,,487931,survey-text,100474,"{""Q0"":""Setting long term goals make the steps to get there easier"",""Q1"":""retirement savings investing from an early age"",""Q2"":""short term steps lead to long term success""}",,,,,,,,,,,,,,,,,,,,
w1ad35a6,,573288,survey-text,84323,"{""Q0"":""think of the long term goal and dont worry as much about the steps in between""}",,,,,,,,,,,,,,,,,,,,
w0f45656,,288121,survey-text,41400,"{""Q0"":""Prioritize the end nodes to find the largest reward and only check intermediate nodes if there's a split decision on the high reward nodes""}",,,,,,,,,,,,,,,,,,,,
w0f45656,,413492,survey-text,124364,"{""Q0"":""You need to prioritize the long term goals and understand that there may be some benefits along the way to it, and even some setbacks, but if you keep your goal in mind you can make progress towards it."",""Q1"":""I've taken new positions at work that were small steps backward at the time but that opened up future opportunities that were much better than where I started."",""Q2"":""I looked at the end goal I was trying to achieve and the short and mid term costs or benefits associated with it to plan my course of actions.""}",,,,,,,,,,,,,,,,,,,,
w0f45656,,485402,survey-text,70903,"{""Q0"":""Similarly to finding the largest payout and working backward from there, find the lowest end-cost city and work backwards along the route to determine the optimal path.""}",,,,,,,,,,,,,,,,,,,,
wd42be2d,,710362,survey-text,73172,"{""Q0"":""I think the paths are random. ""}",,,,,,,,,,,,,,,,,,,,
wd42be2d,,955917,survey-text,244545,"{""Q0"":""Life is totally based off the choices that you make. One step could put you in the right directions and the next step and put you 2 steps back."",""Q1"":""We recently decided to renovate our bathroom and it feels like we move in one direction and its positive and then we run into more issues and it has a negative affect. But, you have to chose to see the good in life and take the lessons you learn and only improve from there. "",""Q2"":""It similar because one day you could have a positive day and the next run into problems. But, even one the negative days there is still a few small positives like the game ""}",,,,,,,,,,,,,,,,,,,,
wd42be2d,,1132894,survey-text,175950,"{""Q0"":""If the traveler is in a rush we may not have time to find the best deals. Some paths may cost her more money than others. I have learned that some paths may lose you money while others may gain you money. ""}",,,,,,,,,,,,,,,,,,,,
w1cf5fa2,,712820,survey-text,79205,"{""Q0"":""as long as a path shows a positive figure i believe its the right path""}",,,,,,,,,,,,,,,,,,,,
w1cf5fa2,,856417,survey-text,142579,"{""Q0"":""You have to be contented with what you have when things are going your way even when it looks like there's much more to be attained."",""Q1"":""I cant really think of something tangible right now "",""Q2"":""n/a""}",,,,,,,,,,,,,,,,,,,,
w1cf5fa2,,1119275,survey-text,261848,"{""Q0"":""i would focus on the shortest route to the destination ""}",,,,,,,,,,,,,,,,,,,,
w230766c,,395059,survey-text,68384,"{""Q0"":""look all the way out to the last move or end destination...if the consequence is very high it doesn't matter so much about the middle steps to get there. Same if reward is high at end, worth sacrifice to get there""}",,,,,,,,,,,,,,,,,,,,
w230766c,,630441,survey-text,234370,"{""Q0"":""Choices that we make lead to the next choice and may not be clear picture of final destination. Choices with some reward may lead to grave consequence later or making a sacrifice early on could lead to a great reward."",""Q1"":""Education or fitness requires sacrifices and hard work, you must give things up in order to achieve high rewards in the long run. Partying or taking rewards today may lead to unwanted results later."",""Q2"":""Similar in how our decisions add up over time and if you truly look you can see the destination you are heading in advance.""}",,,,,,,,,,,,,,,,,,,,
w230766c,,735870,survey-text,104361,"{""Q0"":""Look ahead at all options not just first steps""}",,,,,,,,,,,,,,,,,,,,
w572fd50,,278155,survey-text,22187,"{""Q0"":""i have learned that I have to click around til i find the higher value, even if it means spending my money""}",,,,,,,,,,,,,,,,,,,,
w572fd50,,345272,survey-text,66108,"{""Q0"":""it is okay to try different paths, eventually you will find the one with the highest value in life"",""Q1"":""this could work in choosing a career path"",""Q2"":""sometimes you need to try different things to find the one that is best for you""}",,,,,,,,,,,,,,,,,,,,
w572fd50,,382689,survey-text,36396,"{""Q0"":""can check the values of the places""}",,,,,,,,,,,,,,,,,,,,
wa439ed1,,521625,survey-text,118975,"{""Q0"":""It's interesting because I want to reveal the last digit first, but then there are so many $1 to open to make sure I go to the right path. If I open only the first choices there are fewer $1 but it could lead to a poor option later. I found the middle option to never matter. ""}",,,,,,,,,,,,,,,,,,,,
wa439ed1,,581504,survey-text,58874,"{""Q0"":""Not to stress too much about decisions. "",""Q1"":""Choosing a career path that will lead to wealth later. "",""Q2"":""Unpredictability. ""}",,,,,,,,,,,,,,,,,,,,
wa439ed1,,651876,survey-text,69368,"{""Q0"":""Determine the final cost of the hotel location and the beginning, then plan accordingly.""}",,,,,,,,,,,,,,,,,,,,
w714088f,,351695,survey-text,72124,"{""Q0"":""To increase your chances of getting a good path, you can reveal choices farther down the web. The problem with using less clicks is there could be a big negative penalty, but a big payout afterwards. Thats why I think revealing the whole web profits more in the end, because you can see all your choices.""}",,,,,,,,,,,,,,,,,,,,
w714088f,,557984,survey-text,205250,"{""Q0"":""When you have an option in life, don't just stick to that one choice. Look at all your alternatives and go from there. Something may cost a lot of money up front, but the payout in the end could be substantially larger. "",""Q1"":""Using prolific is actually a strategy I made recently. The way I see it, is I could either sit at home on my days off and let the days waste away, or I could do something productive and make extra cash on the side, helping me save more money for retirement. "",""Q2"":""When I sit at home and do nothing, essentially I am wasting money. On food, house, car, phone payments, etc. But when I complete surveys on prolific, it can help balance out my expenses when I am otherwise doing nothing to make money. ""}",,,,,,,,,,,,,,,,,,,,
w714088f,,598766,survey-text,39772,"{""Q0"":""Look at all my options on traveling and go from there. There could always be a hidden gem of a deal.""}",,,,,,,,,,,,,,,,,,,,
w0bee089,,555982,survey-text,35789,"{""Q0"":""click on the end nodes to find the highest value""}",,,,,,,,,,,,,,,,,,,,
w0bee089,,601263,survey-text,44275,"{""Q0"":""Think of the long term"",""Q1"":""Saving for retirement"",""Q2"":""Investing""}",,,,,,,,,,,,,,,,,,,,
w0bee089,,649965,survey-text,47689,"{""Q0"":""Find the lowest cost one""}",,,,,,,,,,,,,,,,,,,,
w6db7b0a,,600867,survey-text,26950,"{""Q0"":""Investigate the end paths first.\n""}",,,,,,,,,,,,,,,,,,,,
w6db7b0a,,771467,survey-text,169590,"{""Q0"":""To get to the bigger goal you have to do small things first.  Choose the right small things to have successful bigger things."",""Q1"":""When  I owned my pool maintenance business I had to put profit before personalities, unfortunately.  When starting from nothing you can't run a charitable organization."",""Q2"":""I had to make small choices that would make money so that I was well equipped when the bigger payouts came along.""}",,,,,,,,,,,,,,,,,,,,
w6db7b0a,,825559,survey-text,53048,"{""Q0"":""Choose the fastest and most financially reasonable route.""}",,,,,,,,,,,,,,,,,,,,
w068642a,,411227,survey-text,33278,"{""Q0"":""clicking the long-term options of each web""}",,,,,,,,,,,,,,,,,,,,
w068642a,,456651,survey-text,44411,"{""Q0"":""sometimes you have to move backwards to move forwards"",""Q1"":""investing"",""Q2"":""sometimes you have to spend money to make money""}",,,,,,,,,,,,,,,,,,,,
w068642a,,528411,survey-text,70757,"{""Q0"":""click on each airport to see what the end game cost will be for each route""}",,,,,,,,,,,,,,,,,,,,
wdf4d16a,,668195,survey-text,22357,"{""Q0"":""think""}",,,,,,,,,,,,,,,,,,,,
wdf4d16a,,828017,survey-text,158810,"{""Q0"":""life is good"",""Q1"":""at work"",""Q2"":""direction""}",,,,,,,,,,,,,,,,,,,,
wdf4d16a,,953884,survey-text,124851,"{""Q0"":""to direct my path""}",,,,,,,,,,,,,,,,,,,,
w18449e8,,1258169,survey-text,26152,"{""Q0"":""Clicking on the circles""}",,,,,,,,,,,,,,,,,,,,
w18449e8,,1296152,survey-text,36970,"{""Q0"":""take chances"",""Q1"":""looking for a new job"",""Q2"":""taking chances""}",,,,,,,,,,,,,,,,,,,,
w18449e8,,1465832,survey-text,168673,"{""Q0"":""taking the shortest route possible""}",,,,,,,,,,,,,,,,,,,,
w0ca1593,,512179,survey-text,109241,"{""Q0"":""I'm not sure what I can do to find a good path without spending money on clicks. I can just click the first three and go to the path that has the highest value and hope for the best. Besides that, I haven't figured out another plan.""}",,,,,,,,,,,,,,,,,,,,
